file,folder,work_id,subject,event,location,year,credit,source,hero,confidence,notes,rights,width,height,capture_date,status,tags
fleeble-flobbler__fleeble-03__25477028146.jpg,portfolio-images,fleeble-flobbler,Fleeble Flobbler,,,,Kris Krüg,https://www.flickr.com/photos/kk/25477028146/in/album-72157665299462772,no,high,KK-shared Fleeble Flobbler photo — needs saving,kk-owned,5000,3333,2016-03-03,local,clown;fire-cauldron;fleeble-flobbler;flickr;inner-child;kk-photo;mythic-hybrid;ride;teeter-totter
fleeble-flobbler__fleeble-04__25503124425.jpg,portfolio-images,fleeble-flobbler,Fleeble Flobbler,,,,Kris Krüg,https://www.flickr.com/photos/kk/25503124425/in/album-72157665299462772,no,high,KK-shared Fleeble Flobbler photo — needs saving,kk-owned,5000,3333,2016-03-03,local,clown;fire-cauldron;fleeble-flobbler;flickr;inner-child;kk-photo;mythic-hybrid;ride;teeter-totter
red-hot-cock__OMF18-charlie__40580044251.jpg,Red-Hot-Cock-2018,red-hot-cock,Charlie at the rooster (day),Okeechobee Music Festival 2018,Okeechobee FL,2018,Kris Krüg,https://www.flickr.com/photos/kk/40580044251,yes,high,KK-flagged hero; daytime Charlie portrait,kk-owned,3703,5555,2018-03-01,local,charlie;community-built;congregation;contraptionism;fire-cauldron;flickr;hero;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2018;portrait;red-hot-cock;rooster;teeter-totter
red-hot-cock__OMF18-nightfire__25706908187.jpg,Red-Hot-Cock-2018,red-hot-cock,Rooster spitting flame while rocked (night),Okeechobee Music Festival 2018,Okeechobee FL,2018,Kris Krüg,https://www.flickr.com/photos/kk/25706908187,yes,high,Hero candidate; fire-in-action,kk-owned,4129,5555,2018-03-01,local,community-built;congregation;contraptionism;fire-cauldron;flickr;hero;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2018;red-hot-cock;rooster;teeter-totter
red-hot-cock__OMF18-sign__38770045520.jpg,Red-Hot-Cock-2018,red-hot-cock,Hand-lettered 'Uncle Charlie's Cock - Roasted Tube Steaks' sign-flag (Little Ed),Okeechobee Music Festival 2018,Okeechobee FL,2018,Kris Krüg,https://www.flickr.com/photos/kk/38770045520,yes,high,Hand-lettered signage; crew Little Ed,kk-owned,3703,5555,2018-03-01,local,charlie;community-built;congregation;contraptionism;crew;fire-cauldron;flickr;hero;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2018;red-hot-cock;rooster;signage;teeter-totter
red-hot-cock__OMF18-littleed__26708433908.jpg,Red-Hot-Cock-2018,red-hot-cock,Little Ed on a road case beneath the sign-flag,Okeechobee Music Festival 2018,Okeechobee FL,2018,Kris Krüg,https://www.flickr.com/photos/kk/26708433908,no,high,crew: Little Ed,kk-owned,3703,5555,2018-03-01,local,community-built;congregation;contraptionism;crew;fire-cauldron;flickr;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2018;red-hot-cock;rooster;teeter-totter
red-hot-cock__OMF18-paperboy-build__39869645374.jpg,Red-Hot-Cock-2018,red-hot-cock,Paperboy drilling the rooster's metal feathers,Okeechobee Music Festival 2018,Okeechobee FL,2018,Kris Krüg,https://www.flickr.com/photos/kk/39869645374,no,high,crew: Paperboy; fabrication,kk-owned,5555,3703,2018-03-01,local,community-built;congregation;contraptionism;crew;fire-cauldron;flickr;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2018;red-hot-cock;rooster;teeter-totter
red-hot-cock__OMF18-paperboy-portrait__39685528665.jpg,Red-Hot-Cock-2018,red-hot-cock,Paperboy beside the rooster body,Okeechobee Music Festival 2018,Okeechobee FL,2018,Kris Krüg,https://www.flickr.com/photos/kk/39685528665,no,high,crew: Paperboy,kk-owned,5555,3703,2018-03-01,local,community-built;congregation;contraptionism;crew;fire-cauldron;flickr;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2018;red-hot-cock;rooster;teeter-totter
red-hot-cock__OMF18-night2__39682755635.jpg,Red-Hot-Cock-2018,red-hot-cock,Rooster lit purple with flag (night),Okeechobee Music Festival 2018,Okeechobee FL,2018,Kris Krüg,https://www.flickr.com/photos/kk/39682755635,no,high,night atmosphere,kk-owned,4166,5555,2018-03-01,local,community-built;congregation;contraptionism;fire-cauldron;flickr;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2018;red-hot-cock;rooster;teeter-totter
red-hot-cock__OMF18-night3__38767354030.jpg,Red-Hot-Cock-2018,red-hot-cock,Rooster with flame; woman beside (night),Okeechobee Music Festival 2018,Okeechobee FL,2018,Kris Krüg,https://www.flickr.com/photos/kk/38767354030,no,high,night atmosphere,kk-owned,3703,5555,2018-03-01,local,community-built;congregation;contraptionism;fire-cauldron;flickr;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2018;red-hot-cock;rooster;teeter-totter
red-hot-cock__OMF18-tattoo__40537861902.jpg,Red-Hot-Cock-2018,red-hot-cock,Charlie's tattoo of the rooster sculpture on his stomach,Okeechobee Music Festival 2018,Okeechobee FL,2018,Kris Krüg,https://www.flickr.com/photos/kk/40537861902,yes,high,Notable personal detail — KK-flagged,kk-owned,5555,3703,2018-03-01,local,charlie;community-built;congregation;contraptionism;detail;fire-cauldron;flickr;hero;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2018;red-hot-cock;rooster;teeter-totter
red-hot-cock__OMF18-tubesteaks__40617852372.jpg,Red-Hot-Cock-2018,red-hot-cock,Charlie serving tube steaks from the cock's poop chute,Okeechobee Music Festival 2018,Okeechobee FL,2018,Kris Krüg,https://www.flickr.com/photos/kk/40617852372,yes,high,The meat-from-the-cock ritual — story-iconic,kk-owned,5555,3703,2018-03-03,local,charlie;community-built;congregation;contraptionism;fire-cauldron;flickr;hero;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2018;red-hot-cock;rooster;teeter-totter
red-hot-cock__OMF18-ride__40659822121.jpg,Red-Hot-Cock-2018,red-hot-cock,Riding the ride (rocking the kinetic rooster),Okeechobee Music Festival 2018,Okeechobee FL,2018,Kris Krüg,https://www.flickr.com/photos/kk/40659822121,no,high,participation,kk-owned,5555,3703,2018-03-03,local,community-built;congregation;contraptionism;fire-cauldron;flickr;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2018;red-hot-cock;ride;rooster;teeter-totter
red-hot-cock__OMF18-crew-group__39763858115.jpg,Red-Hot-Cock-2018,red-hot-cock,The whole ASS Camp crew (minus KK),Okeechobee Music Festival 2018,Okeechobee FL,2018,Kris Krüg,https://www.flickr.com/photos/kk/39763858115,yes,high,group portrait,kk-owned,5555,3704,2018-03-02,local,camp;community-built;congregation;contraptionism;crew;fire-cauldron;flickr;hero;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2018;portrait;red-hot-cock;rooster;teeter-totter
red-hot-cock__OMF18-iconic__26828305048.jpg,Red-Hot-Cock-2018,red-hot-cock,KK-flagged ICONIC frame for this set,Okeechobee Music Festival 2018,Okeechobee FL,2018,Kris Krüg,https://www.flickr.com/photos/kk/26828305048,yes,high,HERO,kk-owned,5555,3703,2018-03-04,local,community-built;congregation;contraptionism;fire-cauldron;flickr;hero;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2018;red-hot-cock;rooster;teeter-totter
red-hot-cock__OMF18-poofers__39767906675.jpg,Red-Hot-Cock-2018,red-hot-cock,Paperboy fixing propane poofers,Okeechobee Music Festival 2018,Okeechobee FL,2018,Kris Krüg,https://www.flickr.com/photos/kk/39767906675,no,high,crew Paperboy; flame-fx,kk-owned,3703,5555,2018-03-03,local,community-built;congregation;contraptionism;crew;fire-cauldron;flickr;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2018;red-hot-cock;rooster;teeter-totter
red-hot-cock__OMF18-jaredchen__25828813977.jpg,Red-Hot-Cock-2018,red-hot-cock,Jared Chen (resident alien),Okeechobee Music Festival 2018,Okeechobee FL,2018,Kris Krüg,https://www.flickr.com/photos/kk/25828813977,no,high,crew,kk-owned,5555,4552,2018-03-05,local,community-built;congregation;contraptionism;crew;fire-cauldron;flickr;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2018;red-hot-cock;rooster;teeter-totter
red-hot-cock__OMF18-prescott__40657445652.jpg,Red-Hot-Cock-2018,red-hot-cock,Prescott McCarthy,Okeechobee Music Festival 2018,Okeechobee FL,2018,Kris Krüg,https://www.flickr.com/photos/kk/40657445652,no,high,crew,kk-owned,3703,5555,2018-03-04,local,community-built;congregation;contraptionism;crew;fire-cauldron;flickr;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2018;red-hot-cock;rooster;teeter-totter
red-hot-cock__OMF18-trio__40700262381.jpg,Red-Hot-Cock-2018,red-hot-cock,Jared Chen / Dana Chambers / Prescott McCarthy,Okeechobee Music Festival 2018,Okeechobee FL,2018,Kris Krüg,https://www.flickr.com/photos/kk/40700262381,no,high,crew group,kk-owned,5555,3703,2018-03-04,local,community-built;congregation;contraptionism;crew;fire-cauldron;flickr;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2018;red-hot-cock;rooster;teeter-totter
red-hot-cock__OMF18-liljoe__40700310191.jpg,Red-Hot-Cock-2018,red-hot-cock,Faded Lil Joe (late night),Okeechobee Music Festival 2018,Okeechobee FL,2018,Kris Krüg,https://www.flickr.com/photos/kk/40700310191,no,high,crew,kk-owned,3703,5555,2018-03-04,local,community-built;congregation;contraptionism;crew;fire-cauldron;flickr;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2018;red-hot-cock;rooster;teeter-totter
red-hot-cock__OMF18-late-charlie__38889696540.jpg,Red-Hot-Cock-2018,red-hot-cock,Late-night Charlie,Okeechobee Music Festival 2018,Okeechobee FL,2018,Kris Krüg,https://www.flickr.com/photos/kk/38889696540,no,high,charlie portrait night,kk-owned,5555,3703,2018-03-04,local,charlie;community-built;congregation;contraptionism;fire-cauldron;flickr;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2018;portrait;red-hot-cock;rooster;teeter-totter
OMF18-album-index,Red-Hot-Cock-2018,red-hot-cock,Full annotated album index (~60 frames),Okeechobee Music Festival 2018,Okeechobee FL,2018,Kris Krüg,https://www.flickr.com/photos/kk/albums/72157664196141677,no,medium,See Red-Hot-Cock-2018/_Okeechobee-2018-captions.md for the full per-photo index,kk-owned,,,,reference,community-built;congregation;contraptionism;fire-cauldron;flickr;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2018;red-hot-cock;rooster;teeter-totter
red-hot-cock__OMF16-charlie__24901613514.jpg,Okeechobee-2016,red-hot-cock,Charlie at Okeechobee 2016,Okeechobee Music Festival 2016 (#OMF16),Okeechobee FL,2016,Kris Krüg,https://www.flickr.com/photos/kk/24901613514,yes,high,KK-labeled 'charlie',kk-owned,5000,3333,2016-03-03,local,charlie;community-built;congregation;contraptionism;fire-cauldron;flickr;hero;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2016;red-hot-cock;rooster;teeter-totter
OMF16-02__25236534040.jpg,Okeechobee-2016,,Charlie 'Blackcat' Smith laughing at the festival (Elmyr's trucker hat),Okeechobee Music Festival 2016,Okeechobee FL,2016,Kris Krüg,https://www.flickr.com/photos/kk/25236534040,no,high,Charlie candid portrait; identified via Elmyr/Blackcat gear,kk-owned,5000,3333,2016-03-03,local,charlie;flickr;kk-photo;okeechobee-2016;portrait
OMF16-03__25532167265.jpg,Okeechobee-2016,,Charlie (Blackcat-logo tee) talking with festival-goers,Okeechobee Music Festival 2016,Okeechobee FL,2016,Kris Krüg,https://www.flickr.com/photos/kk/25532167265,no,high,Charlie candid; Blackcat shirt + Elmyr hat,kk-owned,5000,3333,2016-03-03,local,charlie;flickr;kk-photo;okeechobee-2016
OMF16-04__25114287604.jpg,Okeechobee-2016,fleeble-flobbler,"The Fleeble Flobbler firing flames at night — crowd, flags, ferris wheel",Okeechobee Music Festival 2016,Okeechobee FL,2016,Kris Krüg,https://www.flickr.com/photos/kk/25114287604,yes,high,Night hero: rideable clown fire cauldron in action,kk-owned,1080,998,,local,clown;fire-cauldron;fleeble-flobbler;flickr;hero;inner-child;kk-photo;mythic-hybrid;okeechobee-2016;ride;teeter-totter
fleeble-flobbler__fleeble-05__25503117195.jpg,portfolio-images,fleeble-flobbler,Fleeble Flobbler at Okeechobee 2016,Okeechobee Music Festival 2016,Okeechobee FL,2016,Kris Krüg,https://www.flickr.com/photos/kk/25503117195,no,high,Fleeble album 72157665299462772 = OMF 2016,kk-owned,5000,3333,2016-03-03,local,clown;fire-cauldron;fleeble-flobbler;flickr;inner-child;kk-photo;mythic-hybrid;okeechobee-2016;ride;teeter-totter
fleeble-flobbler__OMF16-thrumyeyes__25510149811.jpg,Okeechobee-2016,fleeble-flobbler,Fleeble/OMF16 (other photographer),Okeechobee Music Festival 2016,Okeechobee FL,2016,thru-my-eyes (NOT KK),https://www.flickr.com/photos/thru-my-eyes/25510149811,no,medium,Credit Flickr user 'thru-my-eyes',third-party,3264,4896,,local,clown;fire-cauldron;fleeble-flobbler;flickr;inner-child;mythic-hybrid;okeechobee-2016;press;ride;teeter-totter
ganesha__OMF17-ganesha-build__33189087926.jpg,Ganesha,ganesha,RARE Ganesha build shot,Okeechobee Music Festival 2017,Okeechobee FL,2017,Kris Krüg,https://www.flickr.com/photos/kk/33189087926,yes,high,KK: 'rare build shot of ganesha',kk-owned,3331,2221,2017-03-02,local,build;flickr;ganesha;hero;kk-photo;mythic-deity;okeechobee-2017;transformation
ganesha__OMF17-ganesha-detail__32386641124.jpg,Ganesha,ganesha,RARE Ganesha detail shot,Okeechobee Music Festival 2017,Okeechobee FL,2017,Kris Krüg,https://www.flickr.com/photos/kk/32386641124,yes,high,KK: 'rare detail shot of that piece',kk-owned,3360,2240,2017-03-02,local,detail;flickr;ganesha;hero;kk-photo;mythic-deity;okeechobee-2017;transformation
OMF17-camp__33074508812.jpg,Okeechobee-2017,,Our camp that year,Okeechobee Music Festival 2017,Okeechobee FL,2017,Kris Krüg,https://www.flickr.com/photos/kk/33074508812,no,high,KK: 'our camp that year',kk-owned,3360,2240,2017-03-02,local,camp;flickr;kk-photo;okeechobee-2017
OMF17-firewood__33130742272.jpg,Okeechobee-2017,,Firewood stacks + flags,Okeechobee Music Festival 2017,Okeechobee FL,2017,Kris Krüg,https://www.flickr.com/photos/kk/33130742272,no,high,KK: 'nice firewood stacks,kk-owned,3360,2240,2017-03-03,local,flickr;kk-photo;okeechobee-2017
OMF17-portal__33098669092.jpg,Okeechobee-2017,,Portal shot,Okeechobee Music Festival 2017,Okeechobee FL,2017,Kris Krüg,https://www.flickr.com/photos/kk/33098669092,yes,high,KK: 'love this portal shot' — hero,kk-owned,3142,2166,2017-03-02,local,flickr;hero;kk-photo;okeechobee-2017
OMF17-okee__33254549345.jpg,Okeechobee-2017,,OMF17 find,Okeechobee Music Festival 2017,Okeechobee FL,2017,Kris Krüg,https://www.flickr.com/photos/kk/33254549345,no,high,KK: 'been looking for these for YEARS okee2017',kk-owned,3270,2180,2017-03-02,local,flickr;kk-photo;okeechobee-2017
OMF17-05__32411048414.jpg,Okeechobee-2017,fire-birds,"Fire Birds-style winged steel fire cauldron (daytime), OMF 2017",Okeechobee Music Festival 2017,Okeechobee FL,2017,Kris Krüg,https://www.flickr.com/photos/kk/32411048414,no,medium,Winged cut-panel design matches Fire Birds of the Fifth Direction (BM 2011),kk-owned,3360,2240,2017-03-02,local,bird;community-built;congregation;fire-birds;fire-cauldron;flickr;kk-photo;mythic-hybrid;okeechobee-2017;transformation
fleeble-flobbler__fleeble-iconic__25384658202.jpg,portfolio-images,fleeble-flobbler,Fleeble Flobbler (MOST ICONIC),,,,Kris Krüg,https://www.flickr.com/photos/kk/25384658202/in/album-72157665299462772,yes,high,KK-flagged MOST ICONIC Fleeble shot (same frame featured in his 2023 blog) — HERO SHOT,kk-owned,5000,3333,2016-03-03,local,clown;fire-cauldron;fleeble-flobbler;flickr;hero;inner-child;kk-photo;mythic-hybrid;ride;teeter-totter
fleeble-flobbler__sparceland__fleebler-in-texas__8e31d4.jpg,portfolio-images,fleeble-flobbler,fleebler in texas,,,,Charlie Smith,sparceland.com/ride-shift,no,medium,sparceland CDN image,charlie-site,720,478,,local,charlie-site;clown;fire-cauldron;fleeble-flobbler;inner-child;mythic-hybrid;ride;sparceland;teeter-totter
fleeble-flobbler__sparceland__image-asset__bbea4f.jpeg,portfolio-images,fleeble-flobbler,image asset,,,,Charlie Smith,sparceland.com/ride-shift,no,medium,sparceland CDN image,charlie-site,800,533,,local,charlie-site;clown;fire-cauldron;fleeble-flobbler;inner-child;mythic-hybrid;ride;sparceland;teeter-totter
fleeble-flobbler__sparceland__17813813-10155215256004243-511594455-n__dc01e3.jpg,portfolio-images,fleeble-flobbler,17813813 10155215256004243 511594455 n,,,,Charlie Smith,sparceland.com/ride-shift,no,medium,sparceland CDN image,charlie-site,850,807,,local,charlie-site;clown;fire-cauldron;fleeble-flobbler;inner-child;mythic-hybrid;ride;sparceland;teeter-totter
time-star__sparceland__11999608-10153408330476773-2728126910013__e43e9c.jpg,portfolio-images,time-star,11999608 10153408330476773 2728126910013,,,,Charlie Smith,sparceland.com/247-time-star,no,medium,sparceland CDN image,charlie-site,1356,2048,,local,charlie-site;community-built;seven;sparceland;sun;teeter-totter;time;time-star
time-star__sparceland__timestar-2012scale__687ffe.jpg,portfolio-images,time-star,timestar 2012scale,,,,Charlie Smith,sparceland.com/247-time-star,no,medium,sparceland CDN image,charlie-site,960,640,,local,charlie-site;community-built;seven;sparceland;sun;teeter-totter;time;time-star
time-star__sparceland__yoga-247-star__a409c1.jpg,portfolio-images,time-star,yoga 247 star,,,,Charlie Smith,sparceland.com/247-time-star,no,medium,sparceland CDN image,charlie-site,960,776,,local,charlie-site;community-built;seven;sparceland;sun;teeter-totter;time;time-star
time-star__sparceland__11951555-10205304129059119-3903135082583__d0ae53.jpg,portfolio-images,time-star,11951555 10205304129059119 3903135082583,,,,Charlie Smith,sparceland.com/247-time-star,no,medium,sparceland CDN image,charlie-site,2048,1368,,local,charlie-site;community-built;seven;sparceland;sun;teeter-totter;time;time-star
time-star__sparceland__charlie-2522blackcat-2522-and-his-timest__1722eb.jpg,portfolio-images,time-star,charlie 2522blackcat 2522 and his timest,,,,Charlie Smith,sparceland.com/247-time-star,no,medium,sparceland CDN image,charlie-site,2048,1425,,local,charlie;charlie-site;community-built;seven;sparceland;sun;teeter-totter;time;time-star
time-star__sparceland__img-6996__83247f.jpg,portfolio-images,time-star,img 6996,,,,Charlie Smith,sparceland.com/247-time-star,no,medium,sparceland CDN image,charlie-site,1704,640,,local,charlie-site;community-built;seven;sparceland;sun;teeter-totter;time;time-star
time-star__sparceland__image-asset__109309.jpeg,portfolio-images,time-star,image asset,,,,Charlie Smith,sparceland.com/247-time-star,no,medium,sparceland CDN image,charlie-site,960,702,,local,charlie-site;community-built;seven;sparceland;sun;teeter-totter;time;time-star
time-star__sparceland__image-asset__9917f6.jpeg,portfolio-images,time-star,image asset,,,,Charlie Smith,sparceland.com/247-time-star,no,medium,sparceland CDN image,charlie-site,960,634,,local,charlie-site;community-built;seven;sparceland;sun;teeter-totter;time;time-star
time-star__sparceland__c-portrait1starnwil__da6115.jpg,portfolio-images,time-star,c portrait1starnwil,,,,Charlie Smith,sparceland.com/247-time-star,no,medium,sparceland CDN image,charlie-site,720,480,,local,charlie-site;community-built;portrait;seven;sparceland;sun;teeter-totter;time;time-star
sparceland__image-asset__e7ee36.jpeg,portfolio-images,,image asset,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,960,677,,local,charlie-site;sparceland
sparceland__bird-cage2__14f1c6.jpg,portfolio-images,,bird cage2,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,930,768,,local,charlie-site;sparceland
sparceland__evereman3__961e35.jpg,portfolio-images,,evereman3,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,640,960,,local,charlie-site;sparceland
sparceland__firebirds1__e1b6f9.jpg,portfolio-images,,firebirds1,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,960,640,,local,charlie-site;sparceland
sparceland__tripple-by-pass-africa__a9927e.jpg,portfolio-images,,tripple by pass africa,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,960,720,,local,charlie-site;sparceland
